Egg_ID,ID,toeClip,TissueBox,sex,clutch,egg_encl_ID,mating_encl_ID,current_encl,species,trt,yolk,temp,mortality,liz_status,season,date_egg_laid_(day/m/year)),date_egg_laid_(year/m/day),hatch_date_(year/m/day),Hatch_data_(day/m/year),egg_mass,egg_length_mm,egg_width_mm,post_extract_mass,X.reduction,hatch_mass,hatch_svl,hatch_tl,hatch_total,death_date,notes
EG459_20,LD459_20,"""0530""",Box 1.27,f,Cl137_20,E045_M,,E045_F120,delicata,C-23,C,23,0,ALIVE,2020/21,1/12/2020,20/12/2001,21/1/2010,,0.143,8.07,5.49,NA,NA,0.092,16.615,20.069,36.684,,
EG460_20,LD460_20,"""*302""",Box 1.26,m,Cl137_20,E045_M,,E053_F120,delicata,A-23,A,23,0,ALIVE,2020/21,1/12/2020,20/12/2001,21/1/2010,,0.17,8.37,5.94,0.148,0.129411765,0.087,17.163,19.415,36.578,,a bit watery
EG461_20,LD461_20,"""0004""",Box 1.26,f,CL138_20,E028_M,,E038_F120,delicata,A-28,A,28,0,ALIVE,2020/21,2/12/2020,20/12/2002,21/1/2001,,0.123,7.9,5.34,0.109,0.113821138,0.101,,,,,
EG462_20,LD462_20,"""4400""",Box 1.28,f,CL138_20,E028_M,,E051_F120,delicata,C-28,C,28,0,ALIVE,2020/21,2/12/2020,20/12/2002,20/12/1931,,0.119,8.06,5.06,NA,NA,0.124,17.753,27.424,45.177,,
EG463_20,LD463_20,"""0540""",Box 1.27,m,CL138_20,E028_M,,,delicata,C-23,C,23,0,ALIVE,2020/21,2/12/2020,20/12/2002,21/1/2020,,0.134,8.01,5.36,NA,NA,0.11,17.137,25.702,42.839,,
EG464_20,LD464_20,"""0510""",Box 1.27,m,CL138_20,E028_M,,E046_F120,delicata,A-23,A,23,0,ALIVE,2020/21,2/12/2020,20/12/2002,21/1/2018,,0.137,8.37,5.32,0.12,0.124087591,0.113,18.225,22.948,41.173,,
EG465_20,LG465_20,"""0001""",Box 1.28,m,CL139_20,E001_M,,E057_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,2/12/2020,20/12/2002,21/1/2020,,0.221,9.07,6.63,NA,NA,0.153,19.673,27.517,47.19,,
EG466_20,LG466_20,"""0003""",Box 1.28,m,CL139_20,E001_M,,,guichenoti,A-23,A,23,0,ALIVE,2020/21,2/12/2020,20/12/2002,21/1/2019,,0.22,8.07,6.95,0.193,0.122727273,0.115,18.317,23.564,41.881,,
EG467_20,LG467_20,"""0400""",Box 1.25,,CL139_20,E001_M,,E023_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,2/12/2020,20/12/2002,21/1/2002,,0.203,8.22,6.56,0.188,0.073891626,0.161,20.802,27.154,47.956,,a bit watery
EG468_20,LD468_20,,,,CL140_20,E009_M,,,delicata,A-28,A,28,1,MISSING,2020/21,4/12/2020,20/12/2004,21/1/2004,,0.133,9.31,4.97,0.115,0.135338346,0.11,17.247,23.743,40.99,,
EG469_20,LD469_20,"""(12)(234)30""",Box 1.25,m,CL140_20,E009_M,,Ind enclosure,delicata,C-28,C,28,0,ALIVE,2020/21,4/12/2020,20/12/2004,21/1/2003,,0.141,8.46,5.5,NA,NA,0.104,18.076,22.643,40.719,,
EG470_20,LD470_20,"""1400""",Box 1.26,m,CL140_20,E009_M,,E047_F120,delicata,C-23,C,23,0,ALIVE,2020/21,4/12/2020,20/12/2004,21/1/2019,,0.125,8.49,5.25,NA,NA,0.1,17.625,21.952,39.577,,
EG471_20,LD471_20,"""4400""",Box 1.26,f,CL140_20,E009_M,,E036_F120,delicata,A-23,A,23,0,ALIVE,2020/21,4/12/2020,20/12/2004,21/1/2021,,0.111,8.39,4.6,0.099,0.108108108,0.088,18.225,20.87,39.095,,
EG472_20,LD472_20,"""2050""",Box 1.27,m,CL140_20,E009_M,,,delicata,A-28,A,28,0,ALIVE,2020/21,4/12/2020,20/12/2004,21/1/2004,,0.12,7.55,5.3,0.104,0.133333333,0.092,18.115,23.086,41.201,,
EG473_20,LD473_20,"""4300""",Box 1.26,f,CL140_20,E009_M,,E040_F120,delicata,C-28,C,28,0,ALIVE,2020/21,4/12/2020,20/12/2004,21/1/2003,,0.142,8.54,5.48,NA,NA,0.099,17.351,22.78,40.131,,
EG474_20,LD474_20,"""3040""",Box 1.26,f,CL140_20,E009_M,,E041_F120,delicata,C-23,C,23,0,ALIVE,2020/21,4/12/2020,20/12/2004,21/1/2025,,0.131,7.93,5.24,NA,NA,0.114,18.21,25.531,43.741,,
EG475_20,LD475_20,"""0105""",Box 1.26,f,CL140_20,E009_M,,E044_F120,delicata,A-23,A,23,0,ALIVE,2020/21,4/12/2020,20/12/2004,21/1/2025,,0.127,7.97,5.22,0.109,0.141732283,0.096,17.804,25.799,43.603,,a bit watery
EG476_20,LD476_20,"""0034""",Box 1.27,f,CL141_20,E021_M,,E043_F120,delicata,A-28,A,28,0,ALIVE,2020/21,4/12/2020,20/12/2004,20/12/1931,,0.173,8.17,6.31,0.147,0.150289017,0.105,17.465,21.415,38.88,,a bit watery
EG477_20,LD477_20,"""0205""",Box 1.27,m,CL141_20,E021_M,,,delicata,C-28,C,28,1,DEAD,2020/21,4/12/2020,20/12/2004,20/12/1931,,0.174,7.99,6.41,NA,NA,0.105,17.931,22.277,40.208,27/9/2022,Euthanized for brain 27/09/2022
EG478_20,LD478_20,"""2400""",Box 1.28,m,CL141_20,E021_M,,,delicata,C-23,C,23,0,ALIVE,2020/21,4/12/2020,20/12/2004,21/1/2016,,0.18,8.23,6.36,NA,NA,0.103,16.135,21.278,37.413,,
EG479_20,LD479_20,"""2500""",Box 1.28,f,CL141_20,E021_M,,E049_F120,delicata,A-23,A,23,0,ALIVE,2020/21,4/12/2020,20/12/2004,21/1/2015,,0.171,8.16,6.3,0.145,0.152046784,0.106,17.769,20.381,38.15,,a bit watery
EG480_20,LD480_20,"""0201""",Box 1.28,f,CL141_20,E021_M,,E052_F120,delicata,A-23,A,23,0,ALIVE,2020/21,4/12/2020,20/12/2004,21/1/2016,,0.172,7.84,6.31,0.149,0.13372093,0.096,16.763,21.261,38.024,,
EG481_20,NA,,,,CL142_20,E010_M,,,delicata,A-23,A,23,1,DEAD,2020/21,4/12/2020,20/12/2004,,,0.2,8.61,6.69,0.184,0.08,,,,,18/12/2020,a bit watery; egg died 18/12/20; embryo
EG482_20,LD482_20,"""2235""",Box 1.25,f,CL142_20,E010_M,,E061,delicata,A-28,A,28,0,ALIVE,2020/21,4/12/2020,20/12/2004,20/12/1931,,0.183,8.48,6.26,0.164,0.103825137,0.108,16.728,23.709,40.437,,a bit watery
EG483_20,LD483_20,"""0200""",Box 1.26,m,CL142_20,E010_M,,E048_F120,delicata,C-28,C,28,0,ALIVE,2020/21,4/12/2020,20/12/2004,20/12/2029,,0.219,9.01,6.75,NA,NA,0.087,15.928,19.802,35.73,,
EG484_20,LD484_20,"""0401""",Box 1.26,m,CL143_20,E018_M,,E050_F120,delicata,A-23,A,23,0,ALIVE,2020/21,4/12/2020,20/12/2004,21/1/2021,,0.124,8.27,5.02,0.106,0.14516129,0.085,16.115,22.647,38.762,,
EG485_20,LD485_20,"""0025""",Box 1.26,m,CL143_20,E018_M,,E046_F120,delicata,A-28,A,28,0,ALIVE,2020/21,4/12/2020,20/12/2004,21/1/2005,,0.121,9.13,4.71,0.106,0.123966942,0.094,18.319,24.883,43.202,,
EG486_20,LD486_20,"""(234)430""",Box 1.28,f,CL143_20,E018_M,,E053_F120,delicata,C-28,C,28,0,ALIVE,2020/21,4/12/2020,20/12/2004,21/1/2003,,0.115,7.52,5.09,NA,NA,0.107,18.099,23.021,41.12,,
EG487_20,LD487_20,"""0202""",Box 1.26,f,CL143_20,E018_M,,E036_F120,delicata,C-23,C,23,0,ALIVE,2020/21,4/12/2020,20/12/2004,21/1/2021,,0.121,7.46,5.34,NA,NA,0.118,18.389,22.497,40.886,,
EG488_20,LD488_20,"""(45)0(35)(35)""",Box 1.26,f,CL144_20,E025_M,,E034_F120,delicata,A-23,A,23,0,ALIVE,2020/21,4/12/2020,20/12/2004,21/1/2006,,0.224,8.3,6.92,0.202,0.098214286,0.12,17.708,24.196,41.904,,a bit watery
EG489_20,LD489_20,"""5300""",Box 1.26,f,CL145_20,E011_M,,E042_F120,delicata,A-23,A,23,0,ALIVE,2020/21,4/12/2020,20/12/2004,21/1/2016,,0.196,9.55,6.1,0.18,0.081632653,0.121,18.782,25.181,43.963,,
EG490_20,LD490_20,"""0(13)32""",Box 1.25,f,CL145_20,E011_M,,E061,delicata,A-28,A,28,0,ALIVE,2020/21,4/12/2020,20/12/2004,21/1/2001,,0.208,9.13,6.5,0.19,0.086538462,0.111,,,,,"Escaped 03/02, possible mix-up with LD384, LD490, LD347"
EG491_20,LD491_20,,Box 1.23,,CL145_20,E011_M,,,delicata,C-23,C,23,0,ALIVE,2020/21,4/12/2020,20/12/2004,21/1/2018,,0.218,8.69,6.76,NA,NA,0.121,17.23,25.503,42.733,,Lost tail during feeding assay 
EG492_20,LD492_20,"""0550""",Box 1.28,f,CL146_20,E016_M,,E033_F120,delicata,C-23,C,23,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2026,,0.152,9.17,5.59,NA,NA,0.12,17.984,24.721,42.705,,
EG493_20,LD493_20,"""25(13)0""",Box 1.25,f,CL146_20,E016_M,,E020_M,delicata,C-28,C,28,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2007,,0.139,9.05,5.19,NA,NA,0.124,17.979,25.417,43.396,,
EG494_20,NA,,,,CL146_20,E016_M,,,delicata,A-28,A,28,1,DEAD,2020/21,7/12/2020,20/12/2007,,,0.147,9,5.35,0.132,0.102040816,,,,,3/1/2021,a bit of blood; egg died 3/1/21
EG495_20,LD495_20,"""5500""",Box 1.25/Box 1.26,m,CL146_20,E016_M,,E036_F120,delicata,A-23,A,23,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2022,,0.14,8.92,5.3,0.126,0.1,0.129,18.389,22.604,40.993,,watery (not successful)
EG496_20,LD496_20,"""(15)03(23)""",Box 1.24,,CL147_20,E024_M,,E020_F120,delicata,C-28,C,28,0,ALIVE,2020/21,7/12/2020,20/12/2007,20/12/2029,,0.235,8.03,7.05,NA,NA,0.124,18.369,23.533,41.902,,
EG497_20,LD497_20,"""2030""",Box 1.26,f,CL147_20,E024_M,,E039_F120,delicata,A-28,A,28,0,ALIVE,2020/21,7/12/2020,20/12/2007,20/12/2029,,0.22,8.15,7.16,0.195,0.113636364,0.123,19.09,25.828,44.918,,
EG498_20,LD498_20,"""0024""",Box 1.28,f,CL148_20,E028_M,,E052_F120,delicata,C-23,C,23,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2021,,0.17,8.2,6.16,NA,NA,0.102,17.932,24.616,42.548,,
EG499_20,NA,,,,CL148_20,E028_M,,,delicata,A-23,A,23,1,DEAD,2020/21,7/12/2020,20/12/2007,,,0.178,8.02,6.36,0.152,0.146067416,,,,,17/2/2021,watery; egg died 17/2/21 - embryo
EG500_20,LD500_20,"""(All)00(123)""",Box 1.26,m,CL148_20,E028_M,,E044_F120,delicata,A-23,A,23,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2004,,0.175,8.22,6.3,0.158,0.097142857,0.099,17.61,22.716,40.326,,watery
EG501_20,LD501_20,"""0045""",Box 1.26,f,CL148_20,E028_M,,E050_F120,delicata,C-23,C,23,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2023,,0.176,8.5,6.19,NA,NA,0.117,19.092,26.05,45.142,,
EG502_20,LD502_20,"""3(All)04""",Box 1.26,,CL149_20,E010_M,,E034_F120,delicata,C-23,C,23,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2024,,0.135,7.38,6,NA,NA,0.108,18.436,23.702,42.138,,
EG503_20,LD503_20,"""0(13)30""",Box 1.25,f,CL149_20,E010_M,,E029_F120,delicata,C-28,C,28,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2005,,0.128,7.43,5.69,NA,NA,0.093,17.646,22.48,40.126,,
EG504_20,LD504_20,"""5050""",Box 1.26,m,CL149_20,E010_M,,E040_F120,delicata,A-28,A,28,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2003,,0.133,7.44,6.12,0.106,0.203007519,0.083,15.603,22.672,38.275,,"OK, BUT BIT WATERY"
EG505_20,,?,,,CL149_20,E010_M,,,delicata,A-28,A,28,1,UNKNOWN,2020/21,7/12/2020,20/12/2007,,,NA,NA,NA,NA,NA,,,,,,Forzen for hormones; quite late stage embryo. Female held onto eggs for a while. Too dry? 
EG506_20,NA,,,,CL149_20,E010_M,,,delicata,A-23,A,23,1,DEAD,2020/21,7/12/2020,20/12/2007,,,0.126,7.71,5.79,0.112,0.111111111,,,,,31/12/2020,watery; egg died 31/12/20
EG507_20,LD507_20,"""0502""",Box 1.27,f,CL150_20,E021_M,,E048_F120,delicata,A-23,A,23,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2024,,0.168,8.31,6.35,0.145,0.136904762,0.104,17.887,22.416,40.303,,
EG508_20,LD508_20,"""0110""",Box 1.28,m,CL150_20,E021_M,,,delicata,C-28,C,28,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2006,,0.161,7.64,6.37,NA,NA,0.111,17.392,20.024,37.416,,"lost tail, in the photo is in the side"
EG509_20,LD509_20,"""4001""",Box 1.26/Box 1.28,m,CL150_20,E021_M,,E033_F120,delicata,C-23,C,23,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2025,,0.158,8.14,6.21,NA,NA,0.086,17.244,23.421,40.665,,
EG510_20,LD510_20,"""(34)000""",Box 1.28,f,CL150_20,E021_M,,E051_F120,delicata,A-28,A,28,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2006,,0.174,7.86,6.38,0.151,0.132183908,0.099,17.789,23.77,41.559,,very watery
EG511_20,NA,,,,CL151_20,E030_M,,,delicata,A-28,A,28,1,DEAD,2020/21,7/12/2020,20/12/2007,,,0.139,7.52,5.87,0.117,0.158273381,,,,,8/1/2021,egg died 8/1/21
EG512_20,LD512_20,,,,CL151_20,E030_M,,,delicata,A-23,A,23,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2024,,0.135,7.8,5.69,0.112,0.17037037,0.113,18.255,22.703,40.958,,
EG513_20,LD513_20,"""4020""",Box 1.26,m,CL151_20,E030_M,,E038_F120,delicata,A-23,A,23,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2022,,0.136,7.52,5.79,0.118,0.132352941,0.092,18.33,21.981,40.311,,
EG514_20,LD514_20,"""0420""",Box 1.27,f,CL151_20,E030_M,,E048_F120,delicata,C-28,C,28,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2006,,0.134,7.78,5.57,NA,NA,0.127,18.726,24.207,42.933,,
EG515_20,LD515_20,"""0033""",Box 1.26,m,CL151_20,E030_M,,E038_F120,delicata,C-23,C,23,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2022,,0.126,7.81,5.54,NA,NA,0.093,18.311,23.505,41.816,,
EG516_20,LD516_20,"""1300""",Box 1.26,m,CL151_20,E030_M,,E040_F120,delicata,A-23,A,23,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2023,,0.131,7.77,5.72,0.112,0.145038168,0.092,17.775,22.378,40.153,,
EG517_20,LD517_20,"""0240""",Box 1.26,f,CL152_20,E019_M,,E051_F120,delicata,C-23,C,23,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2025,,0.14,8.28,5.79,NA,NA,0.088,18.441,24.47,42.911,,
EG518_20,LD518_20,"""3010""",Box 1.27,f,CL152_20,E019_M,,E048_F120,delicata,C-28,C,28,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2006,,0.141,8.42,5.76,NA,NA,0.106,17.612,24.244,41.856,,
EG519_20,LD519_20,"""5002""",Box 1.28,m,CL152_20,E019_M,,E033_F120,delicata,A-23,A,23,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2026,,0.127,8.8,5.33,0.114,0.102362205,0.1,17.953,24.166,42.119,,watery
EG520_20,LD520_20,"""0310""",Box 1.27,m,CL152_20,E019_M,,,delicata,A-28,A,28,1,DEAD,2020/21,7/12/2020,20/12/2007,21/1/2006,,0.137,8.76,5.61,0.124,0.094890511,0.102,18.552,24.928,43.48,26/9/2022,watery; euthanized for brains 26/09/2022
EG521_20,LD521_20,"""5200""",Box 1.27,f,CL153_20,E012_M,,E047_F120,delicata,A-28,A,28,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2006,,0.16,9.88,5.43,0.133,0.16875,0.128,18.471,23.576,42.047,,
EG522_20,LD522_20,"""5100""",Box 1.26,m,CL153_20,E012_M,,E041_F120,delicata,C-28,C,28,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2006,,0.149,9.5,5.45,NA,NA,0.132,18.105,26.128,44.233,,
EG523_20,NA,,,,CL153_20,E012_M,,,delicata,A-23,A,23,1,DEAD,2020/21,7/12/2020,20/12/2007,,,0.16,9.99,5.55,0.14,0.125,,,,,26/1/2021,"some blood vessel in hormone sample; egg died 26 Jan 21, full embryo"
EG524_20,LD524_20,"""2003""",Box 1.27,m,CL154_20,E014_M,,,delicata,A-23,A,23,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2022,,0.148,8.14,6.17,0.126,0.148648649,0.078,16.619,20.472,37.091,,
EG525_20,LD525_20,"""2300""",Box 1.27,m,CL154_20,E014_M,,,delicata,A-28,A,28,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2004,,0.159,8.14,6.03,0.135,0.150943396,0.03,16.811,20.292,37.103,,little watery
EG526_20,LD526_20,"""0150""",Box 1.26,m,CL154_20,E014_M,,,delicata,C-23,C,23,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2024,,0.145,8.18,6.19,NA,NA,0.111,17.644,23.816,41.46,,
EG527_20,LD527_20,"""5400""",Box 1.27,m,CL154_20,E014_M,,E052_F120,delicata,C-28,C,28,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2005,,0.155,8.3,6.11,NA,NA,0.112,19.174,24.144,43.318,,
EG528_20,NA,,,,CL155_20,E031_M,,,delicata,C-23,C,23,1,DEAD,2020/21,7/12/2020,20/12/2007,,,0.137,8.01,5.67,NA,NA,,,,,24/1/2021,Egg died 24/1/21- full embryo
EG529_20,LD529_20,"""0404""",Box 1.27,m,CL155_20,E031_M,,,delicata,A-28,A,28,1,DEAD,2020/21,7/12/2020,20/12/2007,21/1/2004,,0.148,8.39,6.04,0.131,0.114864865,0.096,18.027,20.921,38.948,19/9/2022,bit watery; euthanized for brains 19/09/2022
EG530_20,LD530_20,"""2002""",Box 1.27,m,CL155_20,E031_M,,,delicata,A-28,A,28,1,DEAD,2020/21,7/12/2020,20/12/2007,21/1/2005,,0.147,7.64,6.03,0.128,0.129251701,0.09,18.365,23.032,41.397,23/9/2022,Euthanised for brain 23/09/2022
EG531_20,LD531_20,"""0041""",Box 1.26,m,CL155_20,E031_M,,E042_F120,delicata,A-23,A,23,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2021,,0.14,8.55,6,0.123,0.121428571,0.087,16.808,19.375,36.183,,
EG532_20,LD532_20,"""04(34)4""",Box 1.25,,CL155_20,E031_M,,E025_F120,delicata,C-28,C,28,0,ALIVE,2020/21,7/12/2020,20/12/2007,21/1/2004,,0.143,8.01,6.17,NA,NA,0.108,16.881,24.463,41.344,,
EG533_20,LG533_20,"""3500""",Box 1.28,m,CL156_20,E005_M,,E055_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,9/12/2020,20/12/2009,21/2/2001,,0.18,9.83,5.95,0.165,0.083333333,0.149,20.025,26.441,46.466,,
EG534_20,NA,,,,CL157_20,E003_M,,,guichenoti,A-23,A,23,1,DEAD,2020/21,9/12/2020,20/12/2009,,,0.207,8.43,6.69,0.195,0.057971014,,,,,13/2/2021,"difficult to extract; egg died 13/2/21; embryo, but mouldy throughout incubation"
EG535_20,NA,,,,CL157_20,E003_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,9/12/2020,20/12/2009,,,0.213,9.73,6.41,0.194,0.089201878,,,,,19/12/2020,egg died 19/ 12/20
EG536_20,LG536_20,"""5020""",Box 1.26,f,CL157_20,E003_M,,E031_F120,guichenoti,C-28,C,28,0,ALIVE,2020/21,9/12/2020,20/12/2009,21/1/2007,,0.224,8.53,7.01,NA,NA,0.174,20.904,26.291,47.195,,
EG537_20,LD537_20,"""0500""",Box 1.27,m,CL158_20,E018_M,,,delicata,A-23,A,23,0,ALIVE,2020/21,9/12/2020,20/12/2009,21/1/2026,,0.125,8.44,5.26,0.111,0.112,0.11,17.763,21.821,39.584,,
EG538_20,LD538_20,"""5025""",Box 1.26,m,CL158_20,E018_M,,E044_F120,delicata,A-28,A,28,0,ALIVE,2020/21,9/12/2020,20/12/2009,21/1/2007,,0.13,8.76,5.44,0.114,0.123076923,0.106,17.7,23.208,40.908,,
EG539_20,LD539_20,"""0042""",Box 1.27,f,CL158_20,E018_M,,E043_F120,delicata,C-23,C,23,0,ALIVE,2020/21,9/12/2020,20/12/2009,21/1/2027,,0.12,8.13,5.01,NA,NA,0.121,18.589,23.289,41.878,,
EG540_20,,?,,,CL158_20,E018_M,,,delicata,C-28,C,28,1,UNKNOWN,2020/21,9/12/2020,20/12/2009,,,NA,NA,NA,NA,NA,,,,,,Frozen for hormone analysis
EG545_20,LG545_20,"""4001""",Box 1.28,m,CL160_20,E004_M,,E032_F120,guichenoti,A-23,A,23,1,ALIVE,2020/21,11/12/2020,20/12/2011,21/1/1930,,0.23,9.84,6.58,0.201,0.126086957,0.168,20.409,24.077,44.486,,dropped tail when condensed toe-clipping
EG546_20,LG546_20,"""3000""",Box 1.28,f,CL160_20,E004_M,,E060_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,11/12/2020,20/12/2011,21/1/2011,,0.21,9.22,6.72,0.186,0.114285714,0.141,19.635,24.93,44.565,,
EG547_20,LG547_20,"""0040""",Box 1.28,m,CL160_20,E004_M,,E059_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,11/12/2020,20/12/2011,21/2/2001,,0.208,9.22,6.92,NA,NA,0.159,20.345,24.385,44.73,,
EG548_20,LG548_20,"""2522""",Box 1.25,f,CL161_20,E001_M,,E026_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,11/12/2020,20/12/2011,21/1/2010,,0.188,8.5,6.23,0.157,0.164893617,0.114,17.986,25.384,43.37,,"bit watery, but got yolk, photo with LD, not LG"
EG549_20,LG549_20,"""5000""",Box 1.25,,CL161_20,E001_M,,E028_F120,guichenoti,C-28,C,28,1,MISSING,2020/21,11/12/2020,20/12/2011,21/1/2010,,0.206,8.74,6.8,NA,NA,0.138,19.257,27.443,46.7,,"photo with LD, not LG"
EG560_20,LG560_20,"""(All)43(235)""",Box 1.26,m,CL164_20,E001_M,,E0.,guichenoti,C-23,C,23,0,ALIVE,2020/21,13/12/2020,20/12/2013,21/2/2004,,0.15,9.88,5.26,NA,NA,0.131,19.405,22.898,42.303,,
EG561_20,LG561_20,"""0210""",Box 1.28,f,CL164_20,E001_M,,E055_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,13/12/2020,20/12/2013,21/2/2003,,0.152,10,5.15,0.135,0.111842105,0.143,18.818,22.476,41.294,,
EG562_20,LG562_20,"""0505""",Box 1.28,f,CL165_20,E002_M,,E059_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,18/12/2020,20/12/2018,21/2/2007,,0.22,9.31,6.84,0.197,0.104545455,0.145,18.148,24.411,42.559,,
EG563_20,LG563_20,"""(15)(45)00""",Box 1.28,f,CL165_20,E002_M,,E056_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,18/12/2020,20/12/2018,21/1/2019,,0.226,9.84,6.68,0.204,0.097345133,0.164,20.248,25.685,45.933,,
EG564_20,LG564_20,"""0501""",Box 1.28,f,CL165_20,E002_M,,E059_F120,guichenoti,C-28,C,28,0,ALIVE,2020/21,18/12/2020,20/12/2018,21/1/2018,,0.196,8.93,6.7,0.178,0.091836735,0.146,18.16,23.332,41.492,,
EG565_20,LG565_20,"""2010""",Box 1.28,m,CL166_20,E002_M,,E060_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,18/12/2020,20/12/2018,21/2/2012,,0.142,9.77,5.21,NA,NA,0.157,20.113,24.631,44.744,,not good egg really odd looking
EG566_20,LG566_20,"""2001""",Box 1.28,m,CL166_20,E002_M,,E056_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,18/12/2020,20/12/2018,21/2/2012,,0.128,8.8,5.05,0.115,0.1015625,0.138,19.739,24.763,44.502,,
EG567_20,NA,,,,CL166_20,E002_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,18/12/2020,20/12/2018,,,0.131,9.33,5.44,0.111,0.152671756,,,,,29/12/2020,"not best, got some yolk, but little blood; egg die 29/12/20"
EG568_20,LD568_20,"""4003""",Box 1.26,f,CL167_20,E043_M,,E036_F120,delicata,C-28,C,28,0,ALIVE,2020/21,18/12/2020,20/12/2018,21/1/2014,,0.175,8.58,6.33,NA,NA,0.114,17.197,23.642,40.839,,"Note that this was said to be a guich, but is a delicata"
EG582_20,LG582_20,"""3450""",Box 1.28,f,CL171_20,E001_M,,E057_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,22/12/2020,20/12/2022,21/2/2010,,0.204,8.02,6.65,NA,0.145,NA,19.194,NA,NA,,tail tip is invisible
EG583_20,LG583_20,"""0400""",Box 1.28,m,CL171_20,E001_M,,E059_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,22/12/2020,20/12/2022,21/2/2010,,0.217,8.4,6.98,0.194,0.134,NA,19.855,24.829,44.684,,
EG584_20,LG584_20,"""(12345)(12345)00""",,m,CL171_20,E001_M,,,guichenoti,A-28,A,28,0,ALIVE,2020/21,22/12/2020,20/12/2022,21/1/2022,,0.22,8.88,6.74,0.197,,0.118,19.848,24.822,44.67,,
EG588_20,NA,,,,CL173_20,E003_M,,,guichenoti,C-28,C,28,1,DEAD,2020/21,29/12/2020,20/12/2029,,,0.208,8.73,6.36,NA,,,,,,23/1/2021,"egg died 23/1/21, but it was all dried up. So remove from survival"
EG589_20,NA,,,,CL173_20,E003_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,29/12/2020,20/12/2029,,,0.217,9.91,6.24,0.193,0.110599078,,,,,3/2/2021,egg died 3/02/21; full embryo
EG590_20,LG590_20,"""1005""",Box 1.28,m,CL173_20,E003_M,,E056_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,29/12/2020,20/12/2029,21/2/2014,,0.202,8.62,6.5,0.182,0.099009901,0.138,19.711,25.501,45.212,,
